from,to,gis,gis&oas
#Amount Effective from January to March 2021/Montant en vigueur en janvier � mars 2021,,,
#Combined Yearly Income of couple (excluding OAS Pension and GIS) From ($),Combined Yearly Income of couple (excluding OAS Pension and GIS) To ($),Total Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($)
#Revenu annuel du couple (sauf la pension de la SV et le SRG) De ($),Revenu annuel du couple (sauf la pension de la SV et le SRG) � ($),Total mensuel pour le SRG pour montant maximal de la pension de la SV ($),Total mensuel de la pension de la SV et du SRG ($)
"24,336.00","24,383.99",423.76,"1,039.13"
"24,384.00","24,431.99",422.76,"1,038.13"
"24,432.00","24,479.99",421.76,"1,037.13"
"24,480.00","24,527.99",420.76,1036.13
"24,528.00","24,575.99",419.76,1035.13
"24,576.00","24,623.99",418.76,1034.13
"24,624.00","24,671.99",417.76,1033.13
"24,672.00","24,719.99",416.76,1032.13
"24,720.00","24,767.99",415.76,1031.13
"24,768.00","24,815.99",414.76,1030.13
"24,816.00","24,863.99",413.76,1029.13
"24,864.00","24,911.99",412.76,1028.13
"24,912.00","24,959.99",411.76,1027.13
"24,960.00","25,007.99",410.76,1026.13
"25,008.00","25,055.99",409.76,1025.13
"25,056.00","25,103.99",408.76,1024.13
"25,104.00","25,151.99",407.76,1023.13
"25,152.00","25,199.99",406.76,1022.13
"25,200.00","25,247.99",405.76,1021.13
"25,248.00","25,295.99",404.76,1020.13
"25,296.00","25,343.99",403.76,1019.13
"25,344.00","25,391.99",402.76,1018.13
"25,392.00","25,439.99",401.76,1017.13
"25,440.00","25,487.99",400.76,1016.13
"25,488.00","25,535.99",399.76,1015.13
"25,536.00","25,583.99",398.76,1014.13
"25,584.00","25,631.99",397.76,1013.13
"25,632.00","25,679.99",396.76,1012.13
"25,680.00","25,727.99",395.76,1011.13
"25,728.00","25,775.99",394.76,1010.13
"25,776.00","25,823.99",393.76,1009.13
"25,824.00","25,871.99",392.76,1008.13
"25,872.00","25,919.99",391.76,1007.13
"25,920.00","25,967.99",390.76,1006.13
"25,968.00","26,015.99",389.76,1005.13
"26,016.00","26,063.99",388.76,1004.13
"26,064.00","26,111.99",387.76,1003.13
"26,112.00","26,159.99",386.76,1002.13
"26,160.00","26,207.99",385.76,1001.13
"26,208.00","26,255.99",384.76,1000.13
"26,256.00","26,303.99",383.76,999.13
"26,304.00","26,351.99",382.76,998.13
"26,352.00","26,399.99",381.76,997.13
"26,400.00","26,447.99",380.76,996.13
"26,448.00","26,495.99",379.76,995.13
"26,496.00","26,543.99",378.76,994.13
"26,544.00","26,591.99",377.76,993.13
"26,592.00","26,639.99",376.76,992.13
"26,640.00","26,687.99",375.76,991.13
"26,688.00","26,735.99",374.76,990.13
"26,736.00","26,783.99",373.76,989.13
"26,784.00","26,831.99",372.76,988.13
"26,832.00","26,879.99",371.76,987.13
"26,880.00","26,927.99",370.76,986.13
"26,928.00","26,975.99",369.76,985.13
"26,976.00","27,023.99",368.76,984.13
"27,024.00","27,071.99",367.76,983.13
"27,072.00","27,119.99",366.76,982.13
"27,120.00","27,167.99",365.76,981.13
"27,168.00","27,215.99",364.76,980.13
"27,216.00","27,263.99",363.76,979.13
"27,264.00","27,311.99",362.76,978.13
"27,312.00","27,359.99",361.76,977.13
"27,360.00","27,407.99",360.76,976.13
"27,408.00","27,455.99",359.76,975.13
"27,456.00","27,503.99",358.76,974.13
"27,504.00","27,551.99",357.76,973.13
"27,552.00","27,599.99",356.76,972.13
"27,600.00","27,647.99",355.76,971.13
"27,648.00","27,695.99",354.76,970.13
"27,696.00","27,743.99",353.76,969.13
"27,744.00","27,791.99",352.76,968.13
"27,792.00","27,839.99",351.76,967.13
"27,840.00","27,887.99",350.76,966.13
"27,888.00","27,935.99",349.76,965.13
"27,936.00","27,983.99",348.76,964.13
"27,984.00","28,031.99",347.76,963.13
"28,032.00","28,079.99",346.76,962.13
"28,080.00","28,127.99",345.76,961.13
"28,128.00","28,175.99",344.76,960.13
"28,176.00","28,223.99",343.76,959.13
"28,224.00","28,271.99",342.76,958.13
"28,272.00","28,319.99",341.76,957.13
"28,320.00","28,367.99",340.76,956.13
"28,368.00","28,415.99",339.76,955.13
"28,416.00","28,463.99",338.76,954.13
"28,464.00","28,511.99",337.76,953.13
"28,512.00","28,559.99",336.76,952.13
"28,560.00","28,607.99",335.76,951.13
"28,608.00","28,655.99",334.76,950.13
"28,656.00","28,703.99",333.76,949.13
"28,704.00","28,751.99",332.76,948.13
"28,752.00","28,799.99",331.76,947.13
"28,800.00","28,847.99",330.76,946.13
"28,848.00","28,895.99",329.76,945.13
"28,896.00","28,943.99",328.76,944.13
"28,944.00","28,991.99",327.76,943.13
"28,992.00","29,039.99",326.76,942.13
"29,040.00","29,087.99",325.76,941.13
"29,088.00","29,135.99",324.76,940.13
"29,136.00","29,183.99",323.76,939.13
"29,184.00","29,231.99",322.76,938.13
"29,232.00","29,279.99",321.76,937.13
"29,280.00","29,327.99",320.76,936.13
"29,328.00","29,375.99",319.76,935.13
"29,376.00","29,423.99",318.76,934.13
"29,424.00","29,471.99",317.76,933.13
"29,472.00","29,519.99",316.76,932.13
"29,520.00","29,567.99",315.76,931.13
"29,568.00","29,615.99",314.76,930.13
"29,616.00","29,663.99",313.76,929.13
"29,664.00","29,711.99",312.76,928.13
"29,712.00","29,759.99",311.76,927.13
"29,760.00","29,807.99",310.76,926.13
"29,808.00","29,855.99",309.76,925.13
"29,856.00","29,903.99",308.76,924.13
"29,904.00","29,951.99",307.76,923.13
"29,952.00","29,999.99",306.76,922.13
"30,000.00","30,047.99",305.76,921.13
"30,048.00","30,095.99",304.76,920.13
"30,096.00","30,143.99",303.76,919.13
"30,144.00","30,191.99",302.76,918.13
"30,192.00","30,239.99",301.76,917.13
"30,240.00","30,287.99",300.76,916.13
"30,288.00","30,335.99",299.76,915.13
"30,336.00","30,383.99",298.76,914.13
"30,384.00","30,431.99",297.76,913.13
"30,432.00","30,479.99",296.76,912.13
"30,480.00","30,527.99",295.76,911.13
"30,528.00","30,575.99",294.76,910.13
"30,576.00","30,623.99",293.76,909.13
"30,624.00","30,671.99",292.76,908.13
"30,672.00","30,719.99",291.76,907.13
"30,720.00","30,767.99",290.76,906.13
"30,768.00","30,815.99",289.76,905.13
"30,816.00","30,863.99",288.76,904.13
"30,864.00","30,911.99",287.76,903.13
"30,912.00","30,959.99",286.76,902.13
"30,960.00","31,007.99",285.76,901.13
"31,008.00","31,055.99",284.76,900.13
"31,056.00","31,103.99",283.76,899.13
"31,104.00","31,151.99",282.76,898.13
"31,152.00","31,199.99",281.76,897.13
"31,200.00","31,247.99",280.76,896.13
"31,248.00","31,295.99",279.76,895.13
"31,296.00","31,343.99",278.76,894.13
"31,344.00","31,391.99",277.76,893.13
"31,392.00","31,439.99",276.76,892.13
"31,440.00","31,487.99",275.76,891.13
"31,488.00","31,535.99",274.76,890.13
"31,536.00","31,583.99",273.76,889.13
"31,584.00","31,631.99",272.76,888.13
"31,632.00","31,679.99",271.76,887.13
"31,680.00","31,727.99",270.76,886.13
"31,728.00","31,775.99",269.76,885.13
"31,776.00","31,823.99",268.76,884.13
"31,824.00","31,871.99",267.76,883.13
"31,872.00","31,919.99",266.76,882.13
"31,920.00","31,967.99",265.76,881.13
"31,968.00","32,015.99",264.76,880.13
"32,016.00","32,063.99",263.76,879.13
"32,064.00","32,111.99",262.76,878.13
"32,112.00","32,159.99",261.76,877.13
"32,160.00","32,207.99",260.76,876.13
"32,208.00","32,255.99",259.76,875.13
"32,256.00","32,303.99",258.76,874.13
"32,304.00","32,351.99",257.76,873.13
"32,352.00","32,399.99",256.76,872.13
"32,400.00","32,447.99",255.76,871.13
"32,448.00","32,495.99",254.76,870.13
"32,496.00","32,543.99",253.76,869.13
"32,544.00","32,591.99",252.76,868.13
"32,592.00","32,639.99",251.76,867.13
"32,640.00","32,687.99",250.76,866.13
"32,688.00","32,735.99",249.76,865.13
"32,736.00","32,783.99",248.76,864.13
"32,784.00","32,831.99",247.76,863.13
"32,832.00","32,879.99",246.76,862.13
"32,880.00","32,927.99",245.76,861.13
"32,928.00","32,975.99",244.76,860.13
"32,976.00","33,023.99",243.76,859.13
"33,024.00","33,071.99",242.76,858.13
"33,072.00","33,119.99",241.76,857.13
"33,120.00","33,167.99",240.76,856.13
"33,168.00","33,215.99",239.76,855.13
"33,216.00","33,263.99",238.76,854.13
"33,264.00","33,311.99",237.76,853.13
"33,312.00","33,359.99",236.76,852.13
"33,360.00","33,407.99",235.76,851.13
"33,408.00","33,455.99",234.76,850.13
"33,456.00","33,503.99",233.76,849.13
"33,504.00","33,551.99",232.76,848.13
"33,552.00","33,599.99",231.76,847.13
"33,600.00","33,647.99",230.76,846.13
"33,648.00","33,695.99",229.76,845.13
"33,696.00","33,743.99",228.76,844.13
"33,744.00","33,791.99",227.76,843.13
"33,792.00","33,839.99",226.76,842.13
"33,840.00","33,887.99",225.76,841.13
"33,888.00","33,935.99",224.76,840.13
"33,936.00","33,983.99",223.76,839.13
"33,984.00","34,031.99",222.76,838.13
"34,032.00","34,079.99",221.76,837.13
"34,080.00","34,127.99",220.76,836.13
"34,128.00","34,175.99",219.76,835.13
"34,176.00","34,223.99",218.76,834.13
"34,224.00","34,271.99",217.76,833.13
"34,272.00","34,319.99",216.76,832.13
"34,320.00","34,367.99",215.76,831.13
"34,368.00","34,415.99",214.76,830.13
"34,416.00","34,463.99",213.76,829.13
"34,464.00","34,511.99",212.76,828.13
"34,512.00","34,559.99",211.76,827.13
"34,560.00","34,607.99",210.76,826.13
"34,608.00","34,655.99",209.76,825.13
"34,656.00","34,703.99",208.76,824.13
"34,704.00","34,751.99",207.76,823.13
"34,752.00","34,799.99",206.76,822.13
"34,800.00","34,847.99",205.76,821.13
"34,848.00","34,895.99",204.76,820.13
"34,896.00","34,943.99",203.76,819.13
"34,944.00","34,991.99",202.76,818.13
"34,992.00","35,039.99",201.76,817.13
"35,040.00","35,087.99",200.76,816.13
"35,088.00","35,135.99",199.76,815.13
"35,136.00","35,183.99",198.76,814.13
"35,184.00","35,231.99",197.76,813.13
"35,232.00","35,279.99",196.76,812.13
"35,280.00","35,327.99",195.76,811.13
"35,328.00","35,375.99",194.76,810.13
"35,376.00","35,423.99",193.76,809.13
"35,424.00","35,471.99",192.76,808.13
"35,472.00","35,519.99",191.76,807.13
"35,520.00","35,567.99",190.76,806.13
"35,568.00","35,615.99",189.76,805.13
"35,616.00","35,663.99",188.76,804.13
"35,664.00","35,711.99",187.76,803.13
"35,712.00","35,759.99",186.76,802.13
"35,760.00","35,807.99",185.76,801.13
"35,808.00","35,855.99",184.76,800.13
"35,856.00","35,903.99",183.76,799.13
"35,904.00","35,951.99",182.76,798.13
"35,952.00","35,999.99",181.76,797.13
"36,000.00","36,047.99",180.76,796.13
"36,048.00","36,095.99",179.76,795.13
"36,096.00","36,143.99",178.76,794.13
"36,144.00","36,191.99",177.76,793.13
"36,192.00","36,239.99",176.76,792.13
"36,240.00","36,287.99",175.76,791.13
"36,288.00","36,335.99",174.76,790.13
"36,336.00","36,383.99",173.76,789.13
"36,384.00","36,431.99",172.76,788.13
"36,432.00","36,479.99",171.76,787.13
"36,480.00","36,527.99",170.76,786.13
"36,528.00","36,575.99",169.76,785.13
"36,576.00","36,623.99",168.76,784.13
"36,624.00","36,671.99",167.76,783.13
"36,672.00","36,719.99",166.76,782.13
"36,720.00","36,767.99",165.76,781.13
"36,768.00","36,815.99",164.76,780.13
"36,816.00","36,863.99",163.76,779.13
"36,864.00","36,911.99",162.76,778.13
"36,912.00","36,959.99",161.76,777.13
"36,960.00","37,007.99",160.76,776.13
"37,008.00","37,055.99",159.76,775.13
"37,056.00","37,103.99",158.76,774.13
"37,104.00","37,151.99",157.76,773.13
"37,152.00","37,199.99",156.76,772.13
"37,200.00","37,247.99",155.76,771.13
"37,248.00","37,295.99",154.76,770.13
"37,296.00","37,343.99",153.76,769.13
"37,344.00","37,391.99",152.76,768.13
"37,392.00","37,439.99",151.76,767.13
"37,440.00","37,487.99",150.76,766.13
"37,488.00","37,535.99",149.76,765.13
"37,536.00","37,583.99",148.76,764.13
"37,584.00","37,631.99",147.76,763.13
"37,632.00","37,679.99",146.76,762.13
"37,680.00","37,727.99",145.76,761.13
"37,728.00","37,775.99",144.76,760.13
"37,776.00","37,823.99",143.76,759.13
"37,824.00","37,871.99",142.76,758.13
"37,872.00","37,919.99",141.76,757.13
"37,920.00","37,967.99",140.76,756.13
"37,968.00","38,015.99",139.76,755.13
"38,016.00","38,063.99",138.76,754.13
"38,064.00","38,111.99",137.76,753.13
"38,112.00","38,159.99",136.76,752.13
"38,160.00","38,207.99",135.76,751.13
"38,208.00","38,255.99",134.76,750.13
"38,256.00","38,303.99",133.76,749.13
"38,304.00","38,351.99",132.76,748.13
"38,352.00","38,399.99",131.76,747.13
"38,400.00","38,447.99",130.76,746.13
"38,448.00","38,495.99",129.76,745.13
"38,496.00","38,543.99",128.76,744.13
"38,544.00","38,591.99",127.76,743.13
"38,592.00","38,639.99",126.76,742.13
"38,640.00","38,687.99",125.76,741.13
"38,688.00","38,735.99",124.76,740.13
"38,736.00","38,783.99",123.76,739.13
"38,784.00","38,831.99",122.76,738.13
"38,832.00","38,879.99",121.76,737.13
"38,880.00","38,927.99",120.76,736.13
"38,928.00","38,975.99",119.76,735.13
"38,976.00","39,023.99",118.76,734.13
"39,024.00","39,071.99",117.76,733.13
"39,072.00","39,119.99",116.76,732.13
"39,120.00","39,167.99",115.76,731.13
"39,168.00","39,215.99",114.76,730.13
"39,216.00","39,263.99",113.76,729.13
"39,264.00","39,311.99",112.76,728.13
"39,312.00","39,359.99",111.76,727.13
"39,360.00","39,407.99",110.76,726.13
"39,408.00","39,455.99",109.76,725.13
"39,456.00","39,503.99",108.76,724.13
"39,504.00","39,551.99",107.76,723.13
"39,552.00","39,599.99",106.76,722.13
"39,600.00","39,647.99",105.76,721.13
"39,648.00","39,695.99",104.76,720.13
"39,696.00","39,743.99",103.76,719.13
"39,744.00","39,791.99",102.76,718.13
"39,792.00","39,839.99",101.76,717.13
"39,840.00","39,887.99",100.76,716.13
"39,888.00","39,935.99",99.76,715.13
"39,936.00","39,983.99",98.76,714.13
"39,984.00","40,031.99",97.76,713.13
"40,032.00","40,079.99",96.76,712.13
"40,080.00","40,127.99",95.76,711.13
"40,128.00","40,175.99",94.76,710.13
"40,176.00","40,223.99",93.76,709.13
"40,224.00","40,271.99",92.76,708.13
"40,272.00","40,319.99",91.76,707.13
"40,320.00","40,367.99",90.76,706.13
"40,368.00","40,415.99",89.76,705.13
"40,416.00","40,463.99",88.76,704.13
"40,464.00","40,511.99",87.76,703.13
"40,512.00","40,559.99",86.76,702.13
"40,560.00","40,607.99",85.76,701.13
"40,608.00","40,655.99",84.76,700.13
"40,656.00","40,703.99",83.76,699.13
"40,704.00","40,751.99",82.76,698.13
"40,752.00","40,799.99",81.76,697.13
"40,800.00","40,847.99",80.76,696.13
"40,848.00","40,895.99",79.76,695.13
"40,896.00","40,943.99",78.76,694.13
"40,944.00","40,991.99",77.76,693.13
"40,992.00","41,039.99",76.76,692.13
"41,040.00","41,087.99",75.76,691.13
"41,088.00","41,135.99",74.76,690.13
"41,136.00","41,183.99",73.76,689.13
"41,184.00","41,231.99",72.76,688.13
"41,232.00","41,279.99",71.76,687.13
"41,280.00","41,327.99",70.76,686.13
"41,328.00","41,375.99",69.76,685.13
"41,376.00","41,423.99",68.76,684.13
"41,424.00","41,471.99",67.76,683.13
"41,472.00","41,519.99",66.76,682.13
"41,520.00","41,567.99",65.76,681.13
"41,568.00","41,615.99",64.76,680.13
"41,616.00","41,663.99",63.76,679.13
"41,664.00","41,711.99",62.76,678.13
"41,712.00","41,759.99",61.76,677.13
"41,760.00","41,807.99",60.76,676.13
"41,808.00","41,855.99",59.76,675.13
"41,856.00","41,903.99",58.76,674.13
"41,904.00","41,951.99",57.76,673.13
"41,952.00","41,999.99",56.76,672.13
"42,000.00","42,047.99",55.76,671.13
"42,048.00","42,095.99",54.76,670.13
"42,096.00","42,143.99",53.76,669.13
"42,144.00","42,191.99",52.76,668.13
"42,192.00","42,239.99",51.76,667.13
"42,240.00","42,287.99",50.76,666.13
"42,288.00","42,335.99",49.76,665.13
"42,336.00","42,383.99",48.76,664.13
"42,384.00","42,431.99",47.76,663.13
"42,432.00","42,479.99",46.76,662.13
"42,480.00","42,527.99",45.76,661.13
"42,528.00","42,575.99",44.76,660.13
"42,576.00","42,623.99",43.76,659.13
"42,624.00","42,671.99",42.76,658.13
"42,672.00","42,719.99",41.76,657.13
"42,720.00","42,767.99",40.76,656.13
"42,768.00","42,815.99",39.76,655.13
"42,816.00","42,863.99",38.76,654.13
"42,864.00","42,911.99",37.76,653.13
"42,912.00","42,959.99",36.76,652.13
"42,960.00","43,007.99",35.76,651.13
"43,008.00","43,055.99",34.76,650.13
"43,056.00","43,103.99",33.76,649.13
"43,104.00","43,151.99",32.76,648.13
"43,152.00","43,199.99",31.76,647.13
"43,200.00","43,247.99",30.76,646.13
"43,248.00","43,295.99",29.76,645.13
"43,296.00","43,343.99",28.76,644.13
"43,344.00","43,391.99",27.76,643.13
"43,392.00","43,439.99",26.76,642.13
"43,440.00","43,487.99",25.76,641.13
"43,488.00","43,535.99",24.76,640.13
"43,536.00","43,583.99",23.76,639.13
"43,584.00","43,631.99",22.76,638.13
"43,632.00","43,679.99",21.76,637.13
"43,680.00","43,727.99",20.76,636.13
"43,728.00","43,775.99",19.76,635.13
"43,776.00","43,823.99",18.76,634.13
"43,824.00","43,871.99",17.76,633.13
"43,872.00","43,919.99",16.76,632.13
"43,920.00","43,967.99",15.76,631.13
"43,968.00","44,015.99",14.76,630.13
"44,016.00","44,063.99",13.76,629.13
"44,064.00","44,111.99",12.76,628.13
"44,112.00","44,159.99",11.76,627.13
"44,160.00","44,207.99",10.76,626.13
"44,208.00","44,255.99",9.76,625.13
"44,256.00","44,303.99",8.76,624.13
"44,304.00","44,351.99",7.76,623.13
"44,352.00","44,399.99",6.76,622.13
"44,400.00","44,447.99",5.76,621.13
"44,448.00","44,495.99",4.76,620.13
"44,496.00","44,543.99",3.76,619.13
"44,544.00","44,591.99",2.76,618.13
"44,592.00","44,639.99",1.76,617.13
"44,640.00","44,687.99",0.76,616.13
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
