from,to,gis,gis&oas,allowance
#Amount Effective from January to March 2021/Montant en vigueur en janvier � mars 2021,,,,
#"Combined Yearly Income of couple (excluding OAS, GIS and Allowance) From ($)","Combined Yearly Income of couple (excluding OAS, GIS and Allowance) To ($)",Monthly GIS with Maximum OAS Pension ($),Combined Monthly OAS Pension and GIS ($),Monthly Allowance ($)
#"Revenu annuel du couple (sauf la pension de la SV, le SRG et l'Allocation) De ($)","Revenu annuel du couple (sauf la pension de la SV, le SRG et l'Allocation) � ($)",SRG mensuel pour montant maximal de la pension de la SV ($),SRG mensuel pour montant maximal de la pension de la SV ($),Allocation mensuelle ($)<
"3,360.00","3,407.99",553.28,"1,168.65",958.65
"3,408.00","3,455.99",553.28,"1,168.65",955.65
"3,456.00","3,503.99",553.28,"1,168.65",952.65
"3,504.00","3,551.99",553.28,"1,168.65",949.65
"3,552.00","3,599.99",553.28,"1,168.65",946.65
"3,600.00","3,647.99",553.28,"1,168.65",943.65
"3,648.00","3,695.99",553.28,"1,168.65",940.65
"3,696.00","3,743.99",553.28,"1,168.65",937.65
"3,744.00","3,791.99",553.28,"1,168.65",934.65
"3,792.00","3,839.99",553.28,"1,168.65",931.65
"3,840.00","3,887.99",553.28,"1,168.65",928.65
"3,888.00","3,935.99",553.28,"1,168.65",925.65
"3,936.00","3,983.99",553.28,"1,168.65",922.65
"3,984.00","4,031.99",553.28,"1,168.65",919.65
"4,032.00","4,079.99",553.28,"1,168.65",916.65
"4,080.00","4,095.99",553.28,"1,168.65",913.65
"4,096.00","4,127.99",552.28,"1,167.65",912.65
"4,128.00","4,175.99",552.28,"1,167.65",909.65
"4,176.00","4,191.99",552.28,"1,167.65",906.65
"4,192.00","4,223.99",551.28,"1,166.65",905.65
"4,224.00","4,271.99",551.28,"1,166.65",902.65
"4,272.00","4,287.99",551.28,"1,166.65",899.65
"4,288.00","4,319.99",550.28,"1,165.65",898.65
"4,320.00","4,367.99",550.28,"1,165.65",895.65
"4,368.00","4,383.99",550.28,"1,165.65",892.65
"4,384.00","4,415.99",549.28,"1,164.65",891.65
"4,416.00","4,463.99",549.28,"1,164.65",888.65
"4,464.00","4,479.99",549.28,"1,164.65",885.65
"4,480.00","4,511.99",548.28,"1,163.65",884.65
"4,512.00","4,559.99",548.28,"1,163.65",881.65
"4,560.00","4,575.99",548.28,"1,163.65",878.65
"4,576.00","4,607.99",547.28,"1,162.65",877.65
"4,608.00","4,655.99",547.28,"1,162.65",874.65
"4,656.00","4,671.99",547.28,"1,162.65",871.65
"4,672.00","4,703.99",546.28,"1,161.65",870.65
"4,704.00","4,751.99",546.28,"1,161.65",867.65
"4,752.00","4,767.99",546.28,"1,161.65",864.65
"4,768.00","4,799.99",545.28,"1,160.65",863.65
"4,800.00","4,847.99",545.28,"1,160.65",860.65
"4,848.00","4,863.99",545.28,"1,160.65",857.65
"4,864.00","4,895.99",544.28,"1,159.65",856.65
"4,896.00","4,943.99",544.28,"1,159.65",853.65
"4,944.00","4,959.99",544.28,"1,159.65",850.65
"4,960.00","4,991.99",543.28,"1,158.65",849.65
"4,992.00","5,039.99",543.28,"1,158.65",846.65
"5,040.00","5,055.99",543.28,"1,158.65",843.65
"5,056.00","5,087.99",542.28,"1,157.65",842.65
"5,088.00","5,135.99",542.28,"1,157.65",839.65
"5,136.00","5,151.99",542.28,"1,157.65",836.65
"5,152.00","5,183.99",541.28,"1,156.65",835.65
"5,184.00","5,231.99",541.28,"1,156.65",832.65
"5,232.00","5,247.99",541.28,"1,156.65",829.65
"5,248.00","5,279.99",540.28,"1,155.65",828.65
"5,280.00","5,327.99",540.28,"1,155.65",825.65
"5,328.00","5,343.99",540.28,"1,155.65",822.65
"5,344.00","5,375.99",539.28,"1,154.65",821.65
"5,376.00","5,423.99",539.28,"1,154.65",818.65
"5,424.00","5,439.99",539.28,"1,154.65",815.65
"5,440.00","5,471.99",538.28,"1,153.65",814.65
"5,472.00","5,519.99",538.28,"1,153.65",811.65
"5,520.00","5,535.99",538.28,"1,153.65",808.65
"5,536.00","5,567.99",537.28,"1,152.65",807.65
"5,568.00","5,615.99",537.28,"1,152.65",804.65
"5,616.00","5,631.99",537.28,"1,152.65",801.65
"5,632.00","5,663.99",536.28,"1,151.65",800.65
"5,664.00","5,711.99",536.28,"1,151.65",797.65
"5,712.00","5,727.99",536.28,"1,151.65",794.65
"5,728.00","5,759.99",535.28,"1,150.65",793.65
"5,760.00","5,807.99",535.28,"1,150.65",790.65
"5,808.00","5,823.99",535.28,"1,150.65",787.65
"5,824.00","5,855.99",534.28,"1,149.65",786.65
"5,856.00","5,903.99",534.28,"1,149.65",783.65
"5,904.00","5,919.99",534.28,"1,149.65",780.65
"5,920.00","5,951.99",533.28,"1,148.65",779.65
"5,952.00","5,999.99",533.28,"1,148.65",776.65
"6,000.00","6,015.99",533.28,"1,148.65",773.65
"6,016.00","6,047.99",532.28,"1,147.65",772.65
"6,048.00","6,095.99",532.28,"1,147.65",769.65
"6,096.00","6,111.99",532.28,"1,147.65",766.65
"6,112.00","6,143.99",531.28,"1,146.65",765.65
"6,144.00","6,191.99",531.28,"1,146.65",762.65
"6,192.00","6,207.99",531.28,"1,146.65",759.65
"6,208.00","6,239.99",530.28,"1,145.65",758.65
"6,240.00","6,287.99",530.28,"1,145.65",755.65
"6,288.00","6,303.99",530.28,"1,145.65",752.65
"6,304.00","6,335.99",529.28,"1,144.65",751.65
"6,336.00","6,383.99",529.28,"1,144.65",748.65
"6,384.00","6,399.99",529.28,"1,144.65",745.65
"6,400.00","6,431.99",528.28,"1,143.65",744.65
"6,432.00","6,479.99",528.28,"1,143.65",741.65
"6,480.00","6,495.99",528.28,"1,143.65",738.65
"6,496.00","6,527.99",527.28,"1,142.65",737.65
"6,528.00","6,575.99",527.28,"1,142.65",734.65
"6,576.00","6,591.99",527.28,"1,142.65",731.65
"6,592.00","6,623.99",526.28,"1,141.65",730.65
"6,624.00","6,671.99",526.28,"1,141.65",727.65
"6,672.00","6,687.99",526.28,"1,141.65",724.65
"6,688.00","6,719.99",525.28,"1,140.65",723.65
"6,720.00","6,767.99",525.28,"1,140.65",720.65
"6,768.00","6,783.99",525.28,"1,140.65",717.65
"6,784.00","6,815.99",524.28,"1,139.65",716.65
"6,816.00","6,863.99",524.28,"1,139.65",713.65
"6,864.00","6,879.99",524.28,"1,139.65",710.65
"6,880.00","6,911.99",523.28,"1,138.65",709.65
"6,912.00","6,959.99",523.28,"1,138.65",706.65
"6,960.00","6,975.99",523.28,"1,138.65",703.65
"6,976.00","7,007.99",522.28,"1,137.65",702.65
"7,008.00","7,055.99",522.28,"1,137.65",699.65
"7,056.00","7,071.99",522.28,"1,137.65",696.65
"7,072.00","7,103.99",521.28,"1,136.65",695.65
"7,104.00","7,151.99",521.28,"1,136.65",692.65
"7,152.00","7,167.99",521.28,"1,136.65",689.65
"7,168.00","7,199.99",520.28,"1,135.65",688.65
"7,200.00","7,247.99",520.28,"1,135.65",685.65
"7,248.00","7,263.99",520.28,"1,135.65",682.65
"7,264.00","7,295.99",519.28,"1,134.65",681.65
"7,296.00","7,343.99",519.28,"1,134.65",678.65
"7,344.00","7,359.99",519.28,"1,134.65",675.65
"7,360.00","7,391.99",518.28,"1,133.65",674.65
"7,392.00","7,439.99",518.28,"1,133.65",671.65
"7,440.00","7,455.99",518.28,"1,133.65",668.65
"7,456.00","7,487.99",517.28,"1,132.65",667.65
"7,488.00","7,535.99",517.28,"1,132.65",664.65
"7,536.00","7,551.99",517.28,"1,132.65",661.65
"7,552.00","7,583.99",516.28,"1,131.65",660.65
"7,584.00","7,631.99",516.28,"1,131.65",657.65
"7,632.00","7,647.99",516.28,"1,131.65",654.65
"7,648.00","7,679.99",515.28,"1,130.65",653.65
"7,680.00","7,727.99",515.28,"1,130.65",650.65
"7,728.00","7,743.99",515.28,"1,130.65",647.65
"7,744.00","7,775.99",514.28,"1,129.65",646.65
"7,776.00","7,823.99",514.28,"1,129.65",643.65
"7,824.00","7,839.99",514.28,"1,129.65",640.65
"7,840.00","7,871.99",513.28,"1,128.65",639.65
"7,872.00","7,919.99",513.28,"1,128.65",636.65
"7,920.00","7,935.99",513.28,"1,128.65",633.65
"7,936.00","7,967.99",512.94,"1,128.31",633.31
"7,968.00","8,015.99",512.94,"1,128.31",630.31
"8,016.00","8,063.99",512.94,"1,128.31",627.31
"8,064.00","8,111.99",512.94,"1,128.31",624.31
"8,112.00","8,159.99",512.94,"1,128.31",621.31
"8,160.00","8,207.99",512.94,"1,128.31",618.31
"8,208.00","8,255.99",512.94,"1,128.31",615.31
"8,256.00","8,303.99",512.94,"1,128.31",612.31
"8,304.00","8,351.99",512.94,"1,128.31",609.31
"8,352.00","8,399.99",512.94,"1,128.31",606.31
"8,400.00","8,447.99",512.94,"1,128.31",603.31
"8,448.00","8,495.99",512.94,"1,128.31",600.31
"8,496.00","8,543.99",512.94,"1,128.31",597.31
"8,544.00","8,591.99",512.94,"1,128.31",594.31
"8,592.00","8,639.99",512.94,"1,128.31",591.31
"8,640.00","8,687.99",512.94,"1,128.31",588.31
"8,688.00","8,735.99",512.94,"1,128.31",585.31
"8,736.00","8,783.99",512.94,"1,128.31",582.31
"8,784.00","8,831.99",512.94,"1,128.31",579.31
"8,832.00","8,879.99",512.94,"1,128.31",576.31
"8,880.00","8,927.99",512.94,"1,128.31",573.31
"8,928.00","8,975.99",512.94,"1,128.31",570.31
"8,976.00","9,023.99",512.94,"1,128.31",567.31
"9,024.00","9,071.99",512.94,"1,128.31",564.31
"9,072.00","9,119.99",512.94,"1,128.31",561.31
"9,120.00","9,167.99",512.94,"1,128.31",558.31
"9,168.00","9,215.99",512.94,"1,128.31",555.31
"9,216.00","9,263.99",512.94,"1,128.31",552.31
"9,264.00","9,311.99",512.94,"1,128.31",549.31
"9,312.00","9,359.99",512.94,"1,128.31",546.31
"9,360.00","9,407.99",512.94,"1,128.31",543.31
"9,408.00","9,455.99",512.94,"1,128.31",540.31
"9,456.00","9,503.99",512.94,"1,128.31",537.31
"9,504.00","9,551.99",512.94,"1,128.31",534.31
"9,552.00","9,599.99",512.94,"1,128.31",531.31
"9,600.00","9,647.99",512.94,"1,128.31",528.31
"9,648.00","9,695.99",512.94,"1,128.31",525.31
"9,696.00","9,743.99",512.94,"1,128.31",522.31
"9,744.00","9,791.99",512.94,"1,128.31",519.31
"9,792.00","9,839.99",512.94,"1,128.31",516.31
"9,840.00","9,887.99",512.94,"1,128.31",513.31
"9,888.00","9,935.99",512.94,"1,128.31",512.94
"9,936.00","9,983.99",511.94,"1,127.31",511.94
"9,984.00","10,031.99",510.94,"1,126.31",510.94
"10,032.00","10,079.99",509.94,"1,125.31",509.94
"10,080.00","10,127.99",508.94,"1,124.31",508.94
"10,128.00","10,175.99",507.94,"1,123.31",507.94
"10,176.00","10,223.99",506.94,"1,122.31",506.94
"10,224.00","10,271.99",505.94,"1,121.31",505.94
"10,272.00","10,319.99",504.94,"1,120.31",504.94
"10,320.00","10,367.99",503.94,"1,119.31",503.94
"10,368.00","10,415.99",502.94,"1,118.31",502.94
"10,416.00","10,463.99",501.94,"1,117.31",501.94
"10,464.00","10,511.99",500.94,"1,116.31",500.94
"10,512.00","10,559.99",499.94,"1,115.31",499.94
"10,560.00","10,607.99",498.94,"1,114.31",498.94
"10,608.00","10,655.99",497.94,"1,113.31",497.94
"10,656.00","10,703.99",496.94,"1,112.31",496.94
"10,704.00","10,751.99",495.94,"1,111.31",495.94
"10,752.00","10,799.99",494.94,"1,110.31",494.94
"10,800.00","10,847.99",493.94,"1,109.31",493.94
"10,848.00","10,895.99",492.94,"1,108.31",492.94
"10,896.00","10,943.99",491.94,"1,107.31",491.94
"10,944.00","10,991.99",490.94,"1,106.31",490.94
"10,992.00","11,039.99",489.94,"1,105.31",489.94
"11,040.00","11,087.99",488.94,"1,104.31",488.94
"11,088.00","11,135.99",487.94,"1,103.31",487.94
"11,136.00","11,183.99",486.94,"1,102.31",486.94
"11,184.00","11,231.99",485.94,"1,101.31",485.94
"11,232.00","11,279.99",484.94,"1,100.31",484.94
"11,280.00","11,327.99",483.94,"1,099.31",483.94
"11,328.00","11,375.99",482.94,"1,098.31",482.94
"11,376.00","11,423.99",481.94,"1,097.31",481.94
"11,424.00","11,471.99",480.94,"1,096.31",480.94
"11,472.00","11,519.99",479.94,"1,095.31",479.94
"11,520.00","11,567.99",478.94,"1,094.31",478.94
"11,568.00","11,615.99",477.94,"1,093.31",477.94
"11,616.00","11,663.99",476.94,"1,092.31",476.94
"11,664.00","11,711.99",475.94,"1,091.31",475.94
"11,712.00","11,759.99",474.94,"1,090.31",474.94
"11,760.00","11,807.99",473.94,"1,089.31",473.94
"11,808.00","11,855.99",472.94,"1,088.31",472.94
"11,856.00","11,903.99",471.94,"1,087.31",471.94
"11,904.00","11,951.99",470.94,"1,086.31",470.94
"11,952.00","11,999.99",469.94,"1,085.31",469.94
"12,000.00","12,047.99",468.94,"1,084.31",468.94
"12,048.00","12,095.99",467.94,"1,083.31",467.94
"12,096.00","12,143.99",466.94,"1,082.31",466.94
"12,144.00","12,191.99",465.94,"1,081.31",465.94
"12,192.00","12,239.99",464.94,"1,080.31",464.94
"12,240.00","12,287.99",463.94,"1,079.31",463.94
"12,288.00","12,335.99",462.94,"1,078.31",462.94
"12,336.00","12,383.99",461.94,"1,077.31",461.94
"12,384.00","12,431.99",460.94,"1,076.31",460.94
"12,432.00","12,479.99",459.94,"1,075.31",459.94
"12,480.00","12,527.99",458.94,"1,074.31",458.94
"12,528.00","12,575.99",457.94,"1,073.31",457.94
"12,576.00","12,623.99",456.94,"1,072.31",456.94
"12,624.00","12,671.99",455.94,"1,071.31",455.94
"12,672.00","12,719.99",454.94,"1,070.31",454.94
"12,720.00","12,767.99",453.94,"1,069.31",453.94
"12,768.00","12,815.99",452.94,"1,068.31",452.94
"12,816.00","12,863.99",451.94,"1,067.31",451.94
"12,864.00","12,911.99",450.94,"1,066.31",450.94
"12,912.00","12,959.99",449.94,"1,065.31",449.94
"12,960.00","13,007.99",448.94,"1,064.31",448.94
"13,008.00","13,055.99",447.94,"1,063.31",447.94
"13,056.00","13,103.99",446.94,"1,062.31",446.94
"13,104.00","13,151.99",445.94,"1,061.31",445.94
"13,152.00","13,199.99",444.94,"1,060.31",444.94
"13,200.00","13,247.99",443.94,"1,059.31",443.94
"13,248.00","13,295.99",442.94,"1,058.31",442.94
"13,296.00","13,343.99",441.94,"1,057.31",441.94
"13,344.00","13,391.99",440.94,"1,056.31",440.94
"13,392.00","13,439.99",439.94,"1,055.31",439.94
"13,440.00","13,487.99",438.94,"1,054.31",438.94
"13,488.00","13,535.99",437.94,"1,053.31",437.94
"13,536.00","13,583.99",436.94,"1,052.31",436.94
"13,584.00","13,631.99",435.94,"1,051.31",435.94
"13,632.00","13,679.99",434.94,"1,050.31",434.94
"13,680.00","13,727.99",433.94,"1,049.31",433.94
"13,728.00","13,775.99",432.94,"1,048.31",432.94
"13,776.00","13,823.99",431.94,"1,047.31",431.94
"13,824.00","13,871.99",430.94,"1,046.31",430.94
"13,872.00","13,919.99",429.94,"1,045.31",429.94
"13,920.00","13,967.99",428.94,"1,044.31",428.94
"13,968.00","14,015.99",427.94,"1,043.31",427.94
"14,016.00","14,063.99",426.94,"1,042.31",426.94
"14,064.00","14,111.99",425.94,"1,041.31",425.94
"14,112.00","14,159.99",424.94,"1,040.31",424.94
"14,160.00","14,207.99",423.94,"1,039.31",423.94
"14,208.00","14,255.99",422.94,"1,038.31",422.94
"14,256.00","14,303.99",421.94,"1,037.31",421.94
"14,304.00","14,351.99",420.94,"1,036.31",420.94
"14,352.00","14,399.99",419.94,"1,035.31",419.94
"14,400.00","14,447.99",418.94,"1,034.31",418.94
"14,448.00","14,495.99",417.94,"1,033.31",417.94
"14,496.00","14,543.99",416.94,1032.31,416.94
"14,544.00","14,591.99",415.94,1031.31,415.94
"14,592.00","14,639.99",414.94,1030.31,414.94
"14,640.00","14,687.99",413.94,1029.31,413.94
"14,688.00","14,735.99",412.94,1028.31,412.94
"14,736.00","14,783.99",411.94,1027.31,411.94
"14,784.00","14,831.99",410.94,1026.31,410.94
"14,832.00","14,879.99",409.94,1025.31,409.94
"14,880.00","14,927.99",408.94,1024.31,408.94
"14,928.00","14,975.99",407.94,1023.31,407.94
"14,976.00","15,023.99",406.94,1022.31,406.94
"15,024.00","15,071.99",405.94,1021.31,405.94
"15,072.00","15,119.99",404.94,1020.31,404.94
"15,120.00","15,167.99",403.94,1019.31,403.94
"15,168.00","15,215.99",402.94,1018.31,402.94
"15,216.00","15,263.99",401.94,1017.31,401.94
"15,264.00","15,311.99",400.94,1016.31,400.94
"15,312.00","15,359.99",399.94,1015.31,399.94
"15,360.00","15,407.99",398.94,1014.31,398.94
"15,408.00","15,455.99",397.94,1013.31,397.94
